codigo,nombre,precio_venta,color,categoria,proveedor,imagen_url,stock,aprobado,sincronizado
R-5999-ROJO,CUBO ECOLÓGICO 50 UNID X CAJA,8.00,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-5999.png,,Approved,true
R-5999-NATURAL,CUBO ECOLÓGICO 50 UNID X CAJA,8.00,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-5999.png,,Approved,true
R-5999-NEGRO,CUBO ECOLÓGICO 50 UNID X CAJA,8.00,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-5999.png,,Approved,true
R-6201,POST-IT 1000 UNID X CAJA,0.70,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-6201.png,,Approved,true
R-6201-ROJO,POST-IT 1000 UNID X CAJA,0.70,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-6201.png,,Approved,true
R-6201-BLANCO,POST-IT 1000 UNID X CAJA,0.70,BLANCO,LINEA ECOLOGICA,EFSTOCK,images/R-6201.png,,Approved,true
R-6201-NATURAL,POST-IT 1000 UNID X CAJA,0.70,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-6201.png,,Approved,true
R-6201-GRIS,POST-IT 1000 UNID X CAJA,0.70,GRIS,LINEA ECOLOGICA,EFSTOCK,images/R-6201.png,,Approved,true
R-6201-NEGRO,POST-IT 1000 UNID X CAJA,0.70,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-6201.png,,Approved,true
R-6305,LIBRETA ECOLÓGICA 100 UNID X CAJA,4.50,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-6305.png,,Approved,true
R-6556,LIBRETA ECOLÓGICA 200 UNID X CAJA,3.30,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-6556.png,,Approved,true
R-6556-ROJO,LIBRETA ECOLÓGICA 200 UNID X CAJA,3.30,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-6556.png,,Approved,true
R-6556-NEGRO,LIBRETA ECOLÓGICA 200 UNID X CAJA,3.30,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-6556.png,,Approved,true
R-6556-NATURAL,LIBRETA ECOLÓGICA 200 UNID X CAJA,3.30,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-6556.png,,Approved,true
R-7201,LIBRETA ECOLÓGICA 100 UNID X CAJA,3.00,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-7201.png,,Approved,true
R-7201-ROJO,LIBRETA ECOLÓGICA 100 UNID X CAJA,3.00,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-7201.png,,Approved,true
R-7201-NATURAL,LIBRETA ECOLÓGICA 100 UNID X CAJA,3.00,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-7201.png,,Approved,true
R-7215,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,3.30,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-7215.png,,Approved,true
R-7215-ROJO,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,3.30,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-7215.png,,Approved,true
R-7215-NATURAL,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,3.30,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-7215.png,,Approved,true
R-7215-NEGRO,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,3.30,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-7215.png,,Approved,true
R-7229,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,4.00,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-7229.png,,Approved,true
R-7229-ROJO,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,4.00,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-7229.png,,Approved,true
R-7229-VERDE,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,4.00,VERDE,LINEA ECOLOGICA,EFSTOCK,images/R-7229.png,,Approved,true
R-7229-NATURAL,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,4.00,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-7229.png,,Approved,true
R-7229-NEGRO,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,4.00,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-7229.png,,Approved,true
R-7229-NARANJA,LIBRETA ECOLÓGICA CON POST-IT 100 UNID X CAJA,4.00,NARANJA,LINEA ECOLOGICA,EFSTOCK,images/R-7229.png,,Approved,true
R-8001,NOTEBOOK 50 UNID X CAJA,5.50,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-8001.png,,Approved,true
R-8001-ROJO,NOTEBOOK 50 UNID X CAJA,5.50,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-8001.png,,Approved,true
R-8001-VERDE-LIMON,NOTEBOOK 50 UNID X CAJA,5.50,VERDE LIMON,LINEA ECOLOGICA,EFSTOCK,images/R-8001.png,,Approved,true
R-8001-NATURAL,NOTEBOOK 50 UNID X CAJA,5.50,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-8001.png,,Approved,true
R-8001-NEGRO,NOTEBOOK 50 UNID X CAJA,5.50,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-8001.png,,Approved,true
R-8001-NARANJA,NOTEBOOK 50 UNID X CAJA,5.50,NARANJA,LINEA ECOLOGICA,EFSTOCK,images/R-8001.png,,Approved,true
R-8001A,NOTEBOOK 50 UNID X CAJA,5.70,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-8001A.png,,Approved,true
R-8001A-ROJO,NOTEBOOK 50 UNID X CAJA,5.70,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-8001A.png,,Approved,true
R-8001A-VERDE,NOTEBOOK 50 UNID X CAJA,5.70,VERDE,LINEA ECOLOGICA,EFSTOCK,images/R-8001A.png,,Approved,true
R-8001A-NATURAL,NOTEBOOK 50 UNID X CAJA,5.70,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-8001A.png,,Approved,true
R-8001A-NEGRO,NOTEBOOK 50 UNID X CAJA,5.70,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-8001A.png,,Approved,true
R-8001A-NARANJA,NOTEBOOK 50 UNID X CAJA,5.70,NARANJA,LINEA ECOLOGICA,EFSTOCK,images/R-8001A.png,,Approved,true
R-8500,LIBRETA ECOLÓGICA 100 UNID X CAJA,5.50,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-8500.png,,Approved,true
R-9114,LIBRETA ECOLÓGICA 50 UNID X CAJA,4.30,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-9114.png,,Approved,true
R-9114-ROJO,LIBRETA ECOLÓGICA 50 UNID X CAJA,4.30,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-9114.png,,Approved,true
R-9114-VERDE,LIBRETA ECOLÓGICA 50 UNID X CAJA,4.30,VERDE,LINEA ECOLOGICA,EFSTOCK,images/R-9114.png,,Approved,true
R-9114-NEGRO,LIBRETA ECOLÓGICA 50 UNID X CAJA,4.30,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-9114.png,,Approved,true
R-9114-NARANJA,LIBRETA ECOLÓGICA 50 UNID X CAJA,4.30,NARANJA,LINEA ECOLOGICA,EFSTOCK,images/R-9114.png,,Approved,true
R-9704,LIBRETA ECOLÓGICA 100 UNID X CAJA,4.50,AZUL,LINEA ECOLOGICA,EFSTOCK,images/R-9704.png,,Approved,true
R-9704-ROJO,LIBRETA ECOLÓGICA 100 UNID X CAJA,4.50,ROJO,LINEA ECOLOGICA,EFSTOCK,images/R-9704.png,,Approved,true
R-9704-VERDE,LIBRETA ECOLÓGICA 100 UNID X CAJA,4.50,VERDE,LINEA ECOLOGICA,EFSTOCK,images/R-9704.png,,Approved,true
R-9704-NEGRO,LIBRETA ECOLÓGICA 100 UNID X CAJA,4.50,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/R-9704.png,,Approved,true
R-9704-NARANJA,LIBRETA ECOLÓGICA 100 UNID X CAJA,4.50,NARANJA,LINEA ECOLOGICA,EFSTOCK,images/R-9704.png,,Approved,true
R-9934,LIBRETA ECOLÓGICA 40 UNID X CAJA,12.00,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/R-9934.png,,Approved,true
RA-512,LIBRETA ECOLÓGICA 40 UNID X CAJA,10.00,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/RA-512.png,,Approved,true
RA-513,LIBRETA ECOLÓGICA 50 UNID X CAJA,8.00,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/RA-513.png,,Approved,true
RA-535,LIBRETA ECOLÓGICA 92 UNID X CAJA,6.50,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/RA-535.png,,Approved,true
RKN-818C,LIBRETA ECOLÓGICA (HOJA ECOLÓGICA) 50 UNID X CAJA,4.00,AZUL,LINEA ECOLOGICA,EFSTOCK,images/RKN-818C.png,,Approved,true
RKN-818C-ROJO,LIBRETA ECOLÓGICA (HOJA ECOLÓGICA) 50 UNID X CAJA,4.00,ROJO,LINEA ECOLOGICA,EFSTOCK,images/RKN-818C.png,,Approved,true
RKN-818C-NEGRO,LIBRETA ECOLÓGICA (HOJA ECOLÓGICA) 50 UNID X CAJA,4.00,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/RKN-818C.png,,Approved,true
RKN-818C-VERDE,LIBRETA ECOLÓGICA (HOJA ECOLÓGICA) 50 UNID X CAJA,4.00,VERDE,LINEA ECOLOGICA,EFSTOCK,images/RKN-818C.png,,Approved,true
RKN-818C-NARANJA,LIBRETA ECOLÓGICA (HOJA ECOLÓGICA) 50 UNID X CAJA,4.00,NARANJA,LINEA ECOLOGICA,EFSTOCK,images/RKN-818C.png,,Approved,true
RKN-820,LIBRETA ECOLÓGICA 100 UNID X CAJA,2.90,AZUL,LINEA ECOLOGICA,EFSTOCK,images/RKN-820.png,,Approved,true
RKN-820-ROJO,LIBRETA ECOLÓGICA 100 UNID X CAJA,2.90,ROJO,LINEA ECOLOGICA,EFSTOCK,images/RKN-820.png,,Approved,true
RKN-820-NEGRO,LIBRETA ECOLÓGICA 100 UNID X CAJA,2.90,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/RKN-820.png,,Approved,true
RKN-820-VERDE,LIBRETA ECOLÓGICA 100 UNID X CAJA,2.90,VERDE,LINEA ECOLOGICA,EFSTOCK,images/RKN-820.png,,Approved,true
RKN-820-NARANJA,LIBRETA ECOLÓGICA 100 UNID X CAJA,2.90,NARANJA,LINEA ECOLOGICA,EFSTOCK,images/RKN-820.png,,Approved,true
RN-1100,LIBRETA ECOLÓGICA 50 UNID X CAJA,6.50,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/RN-1100.png,,Approved,true
SFPS-6027,NOTEBOOK 200 UNID X CAJA,3.30,BLANCO,LINEA ECOLOGICA,EFSTOCK,images/SFPS-6027.png,,Approved,true
SFPS-6027-NEGRO,NOTEBOOK 200 UNID X CAJA,3.30,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/SFPS-6027.png,,Approved,true
SFPS-6027-NATURAL,NOTEBOOK 200 UNID X CAJA,3.30,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/SFPS-6027.png,,Approved,true
TR-02,PORTA POST-IT 500 UNID X CAJA,1.20,NATURAL,LINEA ECOLOGICA,EFSTOCK,images/TR-02.png,,Approved,true
TR-02-AZUL,PORTA POST-IT 500 UNID X CAJA,1.20,AZUL,LINEA ECOLOGICA,EFSTOCK,images/TR-02.png,,Approved,true
TR-02-ROJO,PORTA POST-IT 500 UNID X CAJA,1.20,ROJO,LINEA ECOLOGICA,EFSTOCK,images/TR-02.png,,Approved,true
TR-02-BLANCO,PORTA POST-IT 500 UNID X CAJA,1.20,BLANCO,LINEA ECOLOGICA,EFSTOCK,images/TR-02.png,,Approved,true
TR-02-NEGRO,PORTA POST-IT 500 UNID X CAJA,1.20,NEGRO,LINEA ECOLOGICA,EFSTOCK,images/TR-02.png,,Approved,true
GP-2048,TARJETERO 300 UNID X CAJA,5.00,GRIS,TARJETEROS,EFSTOCK,images/GP-2048.png,,Approved,true
GP-2048-NEGRO,TARJETERO 300 UNID X CAJA,5.00,NEGRO,TARJETEROS,EFSTOCK,images/GP-2048.png,,Approved,true
TL-5012,TARJETERO 200 UNID X CAJA,5.50,NEGRO,TARJETEROS,EFSTOCK,images/TL-5012.png,,Approved,true
TL-5013,TARJETERO 300 UNID X CAJA,5.50,NEGRO,TARJETEROS,EFSTOCK,images/TL-5013.png,,Approved,true
TL-5013-ROJO,TARJETERO 300 UNID X CAJA,5.50,ROJO,TARJETEROS,EFSTOCK,images/TL-5013.png,,Approved,true
TL-5013-ROSADO,TARJETERO 300 UNID X CAJA,5.50,ROSADO,TARJETEROS,EFSTOCK,images/TL-5013.png,,Approved,true
TL-5013-MARRON,TARJETERO 300 UNID X CAJA,5.50,MARRON,TARJETEROS,EFSTOCK,images/TL-5013.png,,Approved,true
TL-5013-NARANJA,TARJETERO 300 UNID X CAJA,5.50,NARANJA,TARJETEROS,EFSTOCK,images/TL-5013.png,,Approved,true
TL-5014,TARJETERO 300 UNID X CAJA,6.00,NEGRO,TARJETEROS,EFSTOCK,images/TL-5014.png,,Approved,true
TL-5015,TARJETERO 200 UNID X CAJA,5.50,NEGRO,TARJETEROS,EFSTOCK,images/TL-5015.png,,Approved,true
TL-5016,TARJETERO 200 UNID X CAJA,6.00,NEGRO,TARJETEROS,EFSTOCK,images/TL-5016.png,,Approved,true
TL-5017,TARJETERO 300 UNID X CAJA,5.50,NEGRO,TARJETEROS,EFSTOCK,images/TL-5017.png,,Approved,true
TL-5017-MARRON,TARJETERO 300 UNID X CAJA,5.50,MARRON,TARJETEROS,EFSTOCK,images/TL-5017.png,,Approved,true
FJHL-086,RESALTADOR 500 UNID X CAJA,2.50,BLANCO,RESALTADORES,EFSTOCK,images/FJHL-086.png,,Approved,true
FJHL-139H,RESALTADOR 80 UNID X CAJA,6.80,BLANCO,RESALTADORES,EFSTOCK,images/FJHL-139H.png,,Approved,true
FJHL-205,RESALTADOR DE 5 PZAS. 100 UNID X CAJA,6.00,BLANCO,RESALTADORES,EFSTOCK,images/FJHL-205.png,,Approved,true
BS-202,RESALTADOR FLOR 250 UNID X CAJA,2.80,BLANCO,RESALTADORES,EFSTOCK,images/BS-202.png,,Approved,true
BS-205,RESALTADOR EN POTE 200 UNID X CAJA,4.10,BLANCO,RESALTADORES,EFSTOCK,images/BS-205.png,,Approved,true
BS-206,RESALTADOR 500 UNID X CAJA,1.80,BLANCO,RESALTADORES,EFSTOCK,images/BS-206.png,,Approved,true
BS-207,RESALTADOR 200 UNID X CAJA,4.10,TRANSPARENTE,RESALTADORES,EFSTOCK,images/BS-207.png,,Approved,true
BS-214,RESALTADOR JERINGA 1000 UNID X CAJA,1.50,AZUL,RESALTADORES,EFSTOCK,images/BS-214.png,,Approved,true
BS-214-VERDE,RESALTADOR JERINGA 1000 UNID X CAJA,1.50,VERDE,RESALTADORES,EFSTOCK,images/BS-214.png,,Approved,true
BS-214-ROSADO,RESALTADOR JERINGA 1000 UNID X CAJA,1.50,ROSADO,RESALTADORES,EFSTOCK,images/BS-214.png,,Approved,true
BS-214-AMARILLO,RESALTADOR JERINGA 1000 UNID X CAJA,1.50,AMARILLO,RESALTADORES,EFSTOCK,images/BS-214.png,,Approved,true
BS-233,RESALTADOR PIRAMIDE 250 UNID X CAJA,3.80,BLANCO,RESALTADORES,EFSTOCK,images/BS-233.png,,Approved,true
BS-242,RESALTADOR 5 PUNTAS 500 UNID X CAJA,2.70,BLANCO,RESALTADORES,EFSTOCK,images/BS-242.png,,Approved,true
BS-255,RESALTADOR ESTRELLA 500 UNID X CAJA,2.80,BLANCO,RESALTADORES,EFSTOCK,images/BS-255.png,,Approved,true
BS-262,RESALTADOR MANITO 250 UNID X CAJA,3.50,BLANCO,RESALTADORES,EFSTOCK,images/BS-262.png,,Approved,true
BS-270,RESALTADOR MUÑECO 200 UNID X CAJA,3.80,BLANCO,RESALTADORES,EFSTOCK,images/BS-270.png,,Approved,true
BS-605,RESALTADOR CRAYOLA 200 UNID X CAJA,3.80,TRANSPARENTE,RESALTADORES,EFSTOCK,images/BS-605.png,,Approved,true
BS-613,RESALTADOR CRAYOLA 200 UNID X CAJA,3.80,BLANCO,RESALTADORES,EFSTOCK,images/BS-613.png,,Approved,true
BS-635,RESALTADOR CRAYOLA 200 UNID X CAJA,2.50,BLANCO,RESALTADORES,EFSTOCK,images/BS-635.png,,Approved,true
BS-639,RESALTADOR CRAYOLA CON TOUCH 300 UNID X CAJA,5.30,TRANSPARENTE,RESALTADORES,EFSTOCK,images/BS-639.png,,Approved,true
BS-645,RESALTADOR 3 COLORES CON LAPICERO 500 UNID X CAJA,2.60,AZUL,RESALTADORES,EFSTOCK,images/BS-645.png,,Approved,true
BS-645-ROJO,RESALTADOR 3 COLORES CON LAPICERO 500 UNID X CAJA,2.60,ROJO,RESALTADORES,EFSTOCK,images/BS-645.png,,Approved,true
BS-645-VERDE,RESALTADOR 3 COLORES CON LAPICERO 500 UNID X CAJA,2.60,VERDE,RESALTADORES,EFSTOCK,images/BS-645.png,,Approved,true
BS-645-NARANJA,RESALTADOR 3 COLORES CON LAPICERO 500 UNID X CAJA,2.60,NARANJA,RESALTADORES,EFSTOCK,images/BS-645.png,,Approved,true
BS-645-AMARILLO,RESALTADOR 3 COLORES CON LAPICERO 500 UNID X CAJA,2.60,AMARILLO,RESALTADORES,EFSTOCK,images/BS-645.png,,Approved,true
BS-661,RESALTADOR GOTA 500 UNID X CAJA,2.00,AZUL,RESALTADORES,EFSTOCK,images/BS-661.png,,Approved,true
BS-661-VERDE,RESALTADOR GOTA 500 UNID X CAJA,2.00,VERDE,RESALTADORES,EFSTOCK,images/BS-661.png,,Approved,true
BS-661-ROSADO,RESALTADOR GOTA 500 UNID X CAJA,2.00,ROSADO,RESALTADORES,EFSTOCK,images/BS-661.png,,Approved,true
BS-661-NARANJA,RESALTADOR GOTA 500 UNID X CAJA,2.00,NARANJA,RESALTADORES,EFSTOCK,images/BS-661.png,,Approved,true
BS-661-AMARILLO,RESALTADOR GOTA 500 UNID X CAJA,2.00,AMARILLO,RESALTADORES,EFSTOCK,images/BS-661.png,,Approved,true
BS-750,RESALTADOR LIMPIADOR TECLADO 200 UNID X CAJA,4.80,BLANCO,RESALTADORES,EFSTOCK,images/BS-750.png,,Approved,true
JCG-423,RESALTADOR FIBRA DE TRIGO 200 UNID X CAJA,3.30,BLANCO,RESALTADORES,EFSTOCK,images/JCG-423.png,,Approved,true
JCG-424,RESALTADOR FIBRA DE TRIGO 200 UNID X CAJA,3.50,BLANCO,RESALTADORES,EFSTOCK,images/JCG-424.png,,Approved,true
JCG-438,RESALTADOR FIBRA DE TRIGO 500 UNID X CAJA,2.00,BLANCO,RESALTADORES,EFSTOCK,images/JCG-438.png,,Approved,true
A12-1,PORTA TACO 50 UNID X CAJA,4.50,NEGRO,TACO CON POST IT,EFSTOCK,images/A12-1.png,,Approved,true
A13-5,PORTA TACO CON POST-IT 50 UNID X CAJA,8.70,NEGRO,TACO CON POST IT,EFSTOCK,images/A13-5.png,,Approved,true
A15-1,PORTA TACO CON POST-IT 50 UNID X CAJA,8.70,NEGRO,TACO CON POST IT,EFSTOCK,images/A15-1.png,,Approved,true
LCPU-01,PELOTA DE FUTBOL ANTIESTRES 250 UNID X CAJA,2.50,AZUL/BLANCO,ART. ANTIESTRES,EFSTOCK,images/LCPU-01.png,,Approved,true
LCPU-02,PELOTA DE FUTBOL ANTIESTRES 250 UNID X CAJA,2.50,NEGRO/BLANCO,ART. ANTIESTRES,EFSTOCK,images/LCPU-02.png,,Approved,true
LCPU-02-ROJO/BLANCO,PELOTA DE FUTBOL ANTIESTRES 250 UNID X CAJA,2.50,ROJO/BLANCO,ART. ANTIESTRES,EFSTOCK,images/LCPU-02.png,,Approved,true
SFPU-2,PELOTA DE BASKET ANTIESTRES 250 UNID X CAJA,2.30,NARANJA,ART. ANTIESTRES,EFSTOCK,images/SFPU-2.png,,Approved,true
SFPU-4,PELOTA DE TENNIS ANTIESTRES 250 UNID X CAJA,2.30,AMARILLO,ART. ANTIESTRES,EFSTOCK,images/SFPU-4.png,,Approved,true
SFPU-40 (LCPU-40),MUÑECO ANTIESTRES 250 UNID X CAJA,2.50,ROJO,ART. ANTIESTRES,EFSTOCK,images/SFPU-40 (LCPU-40).png,,Approved,true
SFPU-40 (LCPU-40)-BLANCO,MUÑECO ANTIESTRES 250 UNID X CAJA,2.50,BLANCO,ART. ANTIESTRES,EFSTOCK,images/SFPU-40 (LCPU-40).png,,Approved,true
SFPU-41 (LCPU-41),CASCO ANTIESTRES 250 UNID X CAJA,2.20,AZUL,ART. ANTIESTRES,EFSTOCK,images/SFPU-41 (LCPU-41).png,,Approved,true
SFPU-41 (LCPU-41)-ROJO,CASCO ANTIESTRES 250 UNID X CAJA,2.20,ROJO,ART. ANTIESTRES,EFSTOCK,images/SFPU-41 (LCPU-41).png,,Approved,true
SFPU-41 (LCPU-41)-BLANCO,CASCO ANTIESTRES 250 UNID X CAJA,2.20,BLANCO,ART. ANTIESTRES,EFSTOCK,images/SFPU-41 (LCPU-41).png,,Approved,true
SFPU-41 (LCPU-41)-AMARILLO,CASCO ANTIESTRES 250 UNID X CAJA,2.20,AMARILLO,ART. ANTIESTRES,EFSTOCK,images/SFPU-41 (LCPU-41).png,,Approved,true
SFPU-23 (SFPS-23),CORAZÓN ANTIESTRES 250 UNID X CAJA,2.20,ROJO,ART. ANTIESTRES,EFSTOCK,images/SFPU-23 (SFPS-23).png,,Approved,true
SFPU-104316,CASA ANTIESTRES 250 UNID X CAJA,4.00,BLANCO,ART. ANTIESTRES,EFSTOCK,images/SFPU-104316.png,,Approved,true
SFPU-120601,MUÑECO DOCTOR ANTIESTRES 250 UNID X CAJA,4.00,BLANCO,ART. ANTIESTRES,EFSTOCK,images/SFPU-120601.png,,Approved,true
SFPU-1908,MUÑECO MINERO ANTIESTRES 250 UNID X CAJA,4.00,AZUL,ART. ANTIESTRES,EFSTOCK,images/SFPU-1908.png,,Approved,true
SFPU-406,TRACTOR ANTIESTRES 250 UNID X CAJA,4.00,AMARILLO,ART. ANTIESTRES,EFSTOCK,images/SFPU-406.png,,Approved,true
SFPU-469,CHISGUETE ANTIESTRES 250 UNID X CAJA,2.80,BLANCO,ART. ANTIESTRES,EFSTOCK,images/SFPU-469.png,,Approved,true
SFPU-621B,GOTA ANTIESTRES 250 UNID X CAJA,2.50,AZUL,ART. ANTIESTRES,EFSTOCK,images/SFPU-621B.png,,Approved,true
SFPU-7B (LCPU-7B),PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,AZUL,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-ROJO,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,ROJO,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-BLANCO,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,BLANCO,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-NEGRO,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,NEGRO,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-VERDE,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,VERDE,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-NARANJA,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,NARANJA,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-AMARILLO,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,AMARILLO,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-CELESTE,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,CELESTE,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-MORADO,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,MORADO,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-ROSADO,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,ROSADO,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-LILA,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,LILA,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-GRIS,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,GRIS,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-7B (LCPU-7B)-VERDE-LIMON,PELOTAS ANTIESTRES 500 UNID X CAJA,1.80,VERDE LIMON,ART. ANTIESTRES,EFSTOCK,images/SFPU-7B (LCPU-7B).png,,Approved,true
SFPU-8,PELOTA MUNDO ANTIESTRES 250 UNID X CAJA,2.50,VERDE/AZUL,ART. ANTIESTRES,EFSTOCK,images/SFPU-8.png,,Approved,true
FL-3014,LLAVERO REDONDO CON LINTERNA 500 UNID X CAJA,1.60,AZUL,LLAVEROS,EFSTOCK,images/FL-3014.png,,Approved,true
FL-3014-ROJO,LLAVERO REDONDO CON LINTERNA 500 UNID X CAJA,1.60,ROJO,LLAVEROS,EFSTOCK,images/FL-3014.png,,Approved,true
FL-3014-NEGRO,LLAVERO REDONDO CON LINTERNA 500 UNID X CAJA,1.60,NEGRO,LLAVEROS,EFSTOCK,images/FL-3014.png,,Approved,true
FL-3014-PLATEADO,LLAVERO REDONDO CON LINTERNA 500 UNID X CAJA,1.60,PLATEADO,LLAVEROS,EFSTOCK,images/FL-3014.png,,Approved,true
FL-3014-VERDE,LLAVERO REDONDO CON LINTERNA 500 UNID X CAJA,1.60,VERDE,LLAVEROS,EFSTOCK,images/FL-3014.png,,Approved,true
FL-3014-NARANJA,LLAVERO REDONDO CON LINTERNA 500 UNID X CAJA,1.60,NARANJA,LLAVEROS,EFSTOCK,images/FL-3014.png,,Approved,true
FL-3023,LLAVERO LED RECTANGULAR 1000 UNID X CAJA,1.60,AZUL,LLAVEROS,EFSTOCK,images/FL-3023.png,,Approved,true
FL-3023-ROJO,LLAVERO LED RECTANGULAR 1000 UNID X CAJA,1.60,ROJO,LLAVEROS,EFSTOCK,images/FL-3023.png,,Approved,true
FL-3023-NEGRO,LLAVERO LED RECTANGULAR 1000 UNID X CAJA,1.60,NEGRO,LLAVEROS,EFSTOCK,images/FL-3023.png,,Approved,true
FL-3023-VERDE,LLAVERO LED RECTANGULAR 1000 UNID X CAJA,1.60,VERDE,LLAVEROS,EFSTOCK,images/FL-3023.png,,Approved,true
FL-3023-PLATEADO,LLAVERO LED RECTANGULAR 1000 UNID X CAJA,1.60,PLATEADO,LLAVEROS,EFSTOCK,images/FL-3023.png,,Approved,true
FL-3023-NARANJA,LLAVERO LED RECTANGULAR 1000 UNID X CAJA,1.60,NARANJA,LLAVEROS,EFSTOCK,images/FL-3023.png,,Approved,true
